laptop_ID,Company,Product,TypeName,Inches,Cpu,Ram,Gpu,OpSys,Weight,Price_euros,Cpu_Company,Memory_Amount,Memory_Type,SSD
156,MSI,GE73VR 7RE,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1060,Windows 10,2.8,1890.0,Intel,1280,SSD + HDD,1
157,HP,EliteBook 840,Ultrabook,14.0,Intel Core i5 7500U 2.7GHz,4GB,Intel HD Graphics 620,Windows 10,1.48,1082.0,Intel,256,SSD,1
158,HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,Intel Core i5 8250U 1.6GHz,6GB,AMD Radeon 520,Windows 10,1.91,619.0,Intel,256,SSD,1
159,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,Intel Core i3 7100U 2.4GHz,4GB,Intel HD Graphics 620,Windows 10,1.74,629.0,Intel,256,SSD,1
160,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Intel Core i5 8250U 1.6GHz,8GB,Intel HD Graphics 620,Windows 10,1.1,1315.0,Intel,256,SSD,1
161,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel Core i7 8550U 1.8GHz,8GB,Intel UHD Graphics 620,Windows 10,1.56,1049.0,Intel,256,SSD,1
163,Toshiba,Satellite Pro,Notebook,15.6,Intel Core i3 6006U 2.2GHz,4GB,Intel HD Graphics 520,Windows 10,2.1,447.0,Intel,500,HDD,0
164,Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,AMD A9-Series 9420 3GHz,4GB,AMD Radeon R5 M420,Windows 10,2.03,403.0,AMD,1024,HDD,0
165,Acer,Aspire A517-51G,Notebook,17.3,Intel Core i5 8250U 1.6GHz,4GB,Nvidia GeForce MX150,Windows 10,3.0,805.0,Intel,256,SSD,1
166,Dell,Inspiron 3576,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8GB,AMD Radeon 520,Windows 10,2.13,728.0,Intel,256,SSD,1
167,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1079.0,Intel,256,SSD,1
168,Acer,Aspire A315-31,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,Windows 10,2.1,348.0,Intel,1024,HDD,0
169,MSI,GE63VR 7RE,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1060,Windows 10,2.4,1799.0,Intel,1280,SSD + HDD,1
170,Acer,Aspire 3,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,Intel HD Graphics 505,Windows 10,2.1,363.51,Intel,1024,HDD,0
171,Dell,Inspiron 5577,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050,Windows 10,2.56,1060.49,Intel,1152,SSD + HDD,1
172,Acer,Aspire A517-51G,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8GB,Nvidia GeForce MX150,Windows 10,3.0,854.0,Intel,256,SSD,1
173,HP,ProBook 430,Notebook,13.3,Intel Core i5 8250U 1.6GHz,4GB,Intel UHD Graphics 620,Windows 10,1.49,754.0,Intel,500,HDD,0
174,Huawei,MateBook X,Ultrabook,13.0,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,1.05,1349.0,Intel,256,SSD,1
175,HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,Intel Core i5 7200U 2.5GHz,6GB,AMD Radeon 520,Windows 10,2.71,699.0,Intel,2048,HDD,0
176,Lenovo,IdeaPad 320-15AST,Notebook,15.6,AMD A6-Series 9220 2.9GHz,4GB,AMD Radeon R4 Graphics,No OS,2.2,309.0,AMD,500,HDD,0
177,Toshiba,Satellite Pro,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4GB,Intel HD Graphics 620,Windows 10,2.0,489.0,Intel,500,HDD,0
178,HP,ProBook 470,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8GB,Nvidia GeForce 930MX,Windows 10,2.5,923.0,Intel,256,SSD,1
179,Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 7100U 2.4GHz,8GB,Intel HD Graphics 620,Windows 10,2.3,459.0,Intel,1024,HDD,0
180,Acer,Aspire A315-51,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,Windows 10,2.1,449.0,Intel,128,SSD,1
181,MSI,GT80S 6QF-074US,Gaming,18.4,Intel Core i7 6920HQ 2.9GHz,32GB,Nvidia GTX 980 SLI,Windows 10,4.4,2799.0,Intel,1536,SSD + HDD,1
182,Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,AMD R17M-M1-70,Windows 10,1.9,813.0,Intel,1152,SSD + HDD,1
183,HP,Spectre x360,2 in 1 Convertible,13.3,Intel Core i5 8250U 1.6GHz,8GB,Intel UHD Graphics 620,Windows 10,1.29,1499.0,Intel,256,SSD,1
184,Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U 1.8GHz,16GB,AMD Radeon 530,Linux,2.02,1049.0,Intel,2304,SSD + HDD,1
185,Dell,XPS 13,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8GB,Intel UHD Graphics 620,Windows 10,1.23,1399.0,Intel,256,SSD,1
186,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Intel Core i7 8550U 1.8GHz,16GB,Intel UHD Graphics 620,Windows 10,1.4,1849.0,Intel,512,SSD,1
187,Toshiba,Satellite Pro,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,2.0,793.0,Intel,128,SSD,1
188,Xiaomi,Mi Notebook,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8GB,Nvidia GeForce MX150,No OS,1.95,1199.0,Intel,256,SSD,1
189,Dell,Inspiron 7773,Notebook,17.3,Intel Core i7 8550U 1.8GHz,16GB,Nvidia GeForce 150MX,Windows 10,2.77,1549.0,Intel,512,SSD,1
190,Dell,XPS 15,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1050,Windows 10,2.06,2397.0,Intel,512,SSD,1
191,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,No OS,2.4,779.0,Intel,256,SSD,1
192,Acer,Swift 7,Ultrabook,13.3,Intel Core i5 7Y54 1.2GHz,8GB,Intel HD Graphics 615,Windows 10,1.12,989.0,Intel,256,SSD,1
193,Dell,Inspiron 5770,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8GB,AMD Radeon 530,Windows 10,2.8,1085.0,Intel,1152,SSD + HDD,1
194,Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,Intel Core i7 7500U 2.7GHz,16GB,Intel HD Graphics 620,Windows 10,1.42,2824.0,Intel,1024,SSD,1
195,Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,Windows 10,1.3,260.0,Intel,32,Flash,0
196,Xiaomi,Mi Notebook,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,8GB,Nvidia GeForce MX150,No OS,1.3,999.9,Intel,256,SSD,1
197,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8GB,Nvidia GeForce MX150,No OS,2.8,698.0,Intel,256,SSD,1
198,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,8GB,Intel UHD Graphics 620,Windows 10,1.62,839.0,Intel,1024,HDD,0
199,HP,ProBook 470,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8GB,Nvidia GeForce 930MX,Windows 10,2.5,914.0,Intel,1024,HDD,0
200,Razer,Blade Pro,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,32GB,Nvidia GeForce GTX 1080,Windows 10,3.49,6099.0,Intel,1024,SSD,1
201,HP,ProBook 430,Notebook,13.3,Intel Core i5 8250U 1.6GHz,8GB,Intel UHD Graphics 620,Windows 10,1.49,959.0,Intel,512,SSD,1
202,HP,Omen 17-W295,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1050,Windows 10,3.35,1379.0,Intel,1280,SSD + HDD,1
203,HP,Probook 470,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8GB,Nvidia GeForce 930MX ,Windows 10,2.5,1045.0,Intel,256,SSD,1
204,Dell,Inspiron 7577,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1060,Windows 10,2.65,1845.0,Intel,1536,SSD + HDD,1
205,Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,Intel Core i5 6200U 2.3GHz,4GB,Intel HD Graphics 520,Windows 10,2.1,493.0,Intel,128,SSD,1
206,Acer,Aspire E5-576G,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,Nvidia GeForce 940MX,Windows 10,2.23,742.0,Intel,1024,HDD,0
207,Lenovo,Legion Y720-15IKB,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1060,Windows 10,3.2,1749.0,Intel,1536,SSD + HDD,1
208,Dell,Precision 7520,Workstation,15.6,Intel Xeon E3-1505M V6 3GHz,16GB,Nvidia Quadro M1200,Windows 10,2.8,3055.0,Intel,1280,SSD + HDD,1
209,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1060,No OS,2.4,1398.0,Intel,512,SSD,1
210,Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 7100U 2.4GHz,6GB,Intel HD Graphics 620,Windows 10,2.3,439.0,Intel,1024,HDD,0
211,Dell,XPS 13,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8GB,Intel UHD Graphics 620,Windows 10,1.21,1949.0,Intel,256,SSD,1
212,Dell,XPS 13,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8GB,Intel UHD Graphics 620,Windows 10,1.2,1449.0,Intel,256,SSD,1
213,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,2.2,597.0,Intel,256,SSD,1
215,Acer,Aspire 7,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050,Linux,2.4,779.0,Intel,1024,HDD,0
216,Asus,ROG GL703VD-GC028T,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1050,Windows 10,2.9,1407.0,Intel,1280,SSD + HDD,1
217,HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,No OS,2.1,349.0,Intel,500,HDD,0
218,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,No OS,2.2,549.0,Intel,256,SSD,1
219,Huawei,MateBook X,Ultrabook,13.0,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,Windows 10,1.05,1499.0,Intel,512,SSD,1
220,Dell,Inspiron 5370,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8GB,AMD Radeon 530,Windows 10,1.4,931.88,Intel,256,SSD,1
221,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i5 7200U 2.5GHz,8GB,Nvidia GeForce GTX 940MX,No OS,2.8,589.0,Intel,1024,HDD,0
222,HP,Probook 440,Notebook,14.0,Intel Core i7 8550U 1.8GHz,8GB,Nvidia GeForce 930MX,Windows 10,1.63,1031.0,Intel,256,SSD,1
223,Dell,Latitude 5490,Ultrabook,14.0,Intel Core i5 8250U 1.6GHz,8GB,Intel UHD Graphics 620,Windows 10,1.6,1149.0,Intel,256,SSD,1
224,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,16GB,Intel UHD Graphics 620,Windows 10,1.62,1279.0,Intel,512,SSD,1
225,Dell,Inspiron 3576,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8GB,AMD Radeon 520,Linux,2.2,677.35,Intel,256,SSD,1
226,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,Intel Core i5 8250U 1.6GHz,8GB,Intel UHD Graphics 620,Windows 10,1.74,899.0,Intel,256,SSD,1
227,Toshiba,Portege Z30-C-16L,Ultrabook,13.3,Intel Core i7 6500U 2.5GHz,8GB,Intel HD Graphics 520,Windows 10,1.2,1363.0,Intel,256,SSD,1
228,HP,ProBook 450,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8GB,Intel UHD Graphics 620,Windows 10,2.1,794.0,Intel,1024,HDD,0
229,Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1060,Windows 10,4.42,2456.34,Intel,1280,SSD + HDD,1
230,Acer,Aspire E5-576G,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,Nvidia GeForce 940MX,Windows 10,2.2,832.0,Intel,256,SSD,1
231,Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,16GB,AMD Radeon R7 M445,Windows 10,2.3,859.01,Intel,1024,HDD,0
232,Asus,Vivobook X541UV-DM1217T,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Nvidia GeForce 920MX ,Windows 10,2.0,769.0,Intel,256,SSD,1
233,Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,Intel Core i5 7200U 2.5GHz,8GB,Nvidia GeForce GTX 950M,Windows 10,2.69,891.0,Intel,756,SSD + HDD,1
234,HP,ZBook 15u,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,AMD FirePro W4190M ,Windows 10,1.9,1269.0,Intel,1024,HDD,0
235,Asus,Pro P2540UA-XO0198T,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4GB,Intel HD Graphics 620,Windows 10,2.37,398.99,Intel,1024,HDD,0
236,HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,AMD E-Series 9000e 1.5GHz,4GB,AMD Radeon R2,Windows 10,2.1,330.0,AMD,500,HDD,0
237,Lenovo,Legion Y720-15IKB,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1060,Windows 10,3.2,1499.0,Intel,1280,SSD + HDD,1
238,Dell,Vostro 5468,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,1.6,859.0,Intel,256,SSD,1
239,Acer,Aspire R7,2 in 1 Convertible,13.3,Intel Core i5 6200U 2.3GHz,8GB,Intel HD Graphics 520,Windows 10,1.6,689.0,Intel,256,SSD,1
240,Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,16GB,AMD Radeon R7 M445,Linux,2.36,899.0,Intel,256,SSD,1
241,Acer,Aspire A315-51,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,Linux,2.1,390.0,Intel,1024,HDD,0
242,Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,AMD A10-Series A10-9620P 2.5GHz,4GB,AMD Radeon R5 M430,Windows 10,2.2,575.0,AMD,1152,SSD + HDD,1
243,Asus,ROG G703VI-E5062T,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,32GB,Nvidia GeForce GTX 1080,Windows 10,4.7,3890.0,Intel,1536,SSD + HDD,1
244,Acer,Nitro AN515-51,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,Windows 10,2.5,846.0,Intel,256,SSD,1
245,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U 2GHz,8GB,Intel HD Graphics 520,Windows 10,2.2,589.0,Intel,128,SSD,1
246,Asus,VivoBook Pro,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8GB,Nvidia GeForce 150MX,Windows 10,2.1,1145.0,Intel,1152,SSD + HDD,1
247,Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,Intel Core i7 7500U 2.7GHz,8GB,Nvidia GeForce GTX 950M,No OS,2.69,889.0,Intel,1152,SSD + HDD,1
248,Dell,Inspiron 5577,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,Windows 10,2.56,879.0,Intel,256,SSD,1
249,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,Windows 10,1.38,1079.0,Intel,256,SSD,1
250,Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8GB,AMD Radeon 530,Windows 10,2.2,985.0,Intel,2176,SSD + HDD,1
251,HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,2.04,559.0,Intel,1024,HDD,0
252,Asus,Rog G701VIK-BA060T,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,16GB,Nvidia GeForce GTX 1080,Windows 10,3.6,2999.0,Intel,256,SSD,1
253,HP,ProBook 430,Notebook,13.3,Intel Core i5 8250U 1.6GHz,4GB,Intel UHD Graphics 620,Windows 10,1.49,675.0,Intel,500,HDD,0
254,Apple,MacBook Pro,Ultrabook,13.3,Intel Core i5 3.1GHz,8GB,Intel Iris Plus Graphics 650,macOS,1.37,2040.0,Intel,512,SSD,1
255,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel Core i7 8550U 1.8GHz,8GB,Intel UHD Graphics 620,Windows 10,2.08,819.0,Intel,1024,HDD,0
256,Asus,ROG G752VSK-GC493T,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 980M,Windows 10,4.3,1799.0,Intel,1280,SSD + HDD,1
257,Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,AMD A9-Series 9420 3GHz,4GB,AMD Radeon R5 M420,Windows 10,1.68,469.0,AMD,1024,HDD,0
258,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Intel Core i7 8550U 1.8GHz,8GB,Intel UHD Graphics 620,Windows 10,1.37,1849.0,Intel,512,SSD,1
259,Acer,Aspire 5,Notebook,17.3,Intel Core i3 7130U 2.7GHz,4GB,Nvidia GeForce MX130,Windows 10,3.0,702.0,Intel,256,SSD,1
260,Dell,Vostro 5370,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8GB,Intel UHD Graphics 620,Windows 10,1.41,949.0,Intel,256,SSD,1
261,HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,15.6,AMD A6-Series A6-9220 2.5GHz,8GB,AMD Radeon R4 Graphics,Windows 10,1.91,445.9,AMD,128,SSD,1
262,HP,Envy 17-U275cl,Notebook,17.3,Intel Core i7 8550U 1.8GHz,16GB,Nvidia GeForce MX150,Windows 10,2.9,1059.0,Intel,1024,HDD,0
263,MSI,GT73EVR 7RE,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1070,Windows 10,4.14,2499.0,Intel,1536,SSD + HDD,1
264,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050M,Windows 10,2.0,1699.0,Intel,512,SSD,1
265,Dell,Inspiron 5770,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8GB,AMD Radeon 530,Windows 10,2.8,1142.0,Intel,1152,SSD + HDD,1
266,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,No OS,2.2,444.0,Intel,256,SSD,1
267,HP,ProBook 450,Notebook,15.6,Intel Core i5 8250U 1.6GHz,4GB,Intel HD Graphics 620,Windows 10,2.1,722.0,Intel,500,HDD,0
268,Dell,Vostro 3568,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,Windows 10,2.18,657.0,Intel,1024,HDD,0
269,Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,AMD Radeon R5 M430,Windows 10,2.24,565.0,Intel,1024,HDD,0
270,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel Core i5 8250U 1.6GHz,8GB,Intel UHD Graphics 620,Windows 10,2.67,799.0,Intel,256,SSD,1
271,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,8GB,Intel UHD Graphics 620,Windows 10,1.1,1499.0,Intel,1024,SSD,1
272,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,No OS,2.2,467.0,Intel,1024,HDD,0
273,HP,Probook 470,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8GB,Nvidia GeForce 930MX ,Windows 10,2.5,1018.0,Intel,1024,HDD,0
274,Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,15.6,Intel Core i7 8550U 1.8GHz,8GB,Intel UHD Graphics 620,Windows 10,2.05,880.0,Intel,256,SSD,1
275,Apple,MacBook Pro,Ultrabook,13.3,Intel Core i5 2.9GHz,8GB,Intel Iris Graphics 550,macOS,1.37,1958.9,Intel,512,SSD,1
276,Asus,Rog Strix,Gaming,17.3,AMD Ryzen 1700 3GHz,16GB,AMD Radeon RX 580,Windows 10,3.2,1549.0,AMD,1280,SSD + HDD,1
277,Dell,Inspiron 3576,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8GB,AMD Radeon 520,Linux,2.14,735.07,Intel,256,SSD,1
278,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i7 6600U 2.6GHz,16GB,Intel HD Graphics 520,Windows 10,1.36,2499.0,Intel,512,SSD,1
279,Toshiba,Satellite Pro,Notebook,15.6,Intel Core i7 6500U 2.5GHz,8GB,Nvidia GeForce 930M,Windows 10,2.2,812.0,Intel,500,HDD,0
280,Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,12GB,Intel HD Graphics 620,Windows 10,2.3,713.07,Intel,1024,HDD,0
281,Dell,Inspiron 5770,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8GB,AMD Radeon 530,Linux,2.8,1099.0,Intel,1152,SSD + HDD,1
282,Acer,Aspire A515-51G,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8GB,Nvidia GeForce MX130,Windows 10,2.2,745.0,Intel,1024,HDD,0
283,Lenovo,IdeaPad 320-17ISK,Notebook,17.3,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,Windows 10,2.8,489.0,Intel,1024,HDD,0
284,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8GB,Nvidia GeForce MX150,No OS,2.8,849.0,Intel,2048,HDD,0
285,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i7 7500U 2.7GHz,6GB,Nvidia GeForce 940MX,Windows 10,2.8,859.0,Intel,1152,SSD + HDD,1
286,Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4GB,AMD Radeon R5 M430,Linux,2.25,428.0,Intel,1024,HDD,0
287,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,Windows 10,2.5,829.0,Intel,256,SSD,1
288,Lenovo,Ideapad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U 2.5GHz,6GB,Intel HD Graphics 620,Windows 10,2.2,579.0,Intel,256,SSD,1
289,Acer,Aspire A517-51G,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8GB,Nvidia GeForce MX150,Windows 10,3.0,951.0,Intel,256,SSD,1
290,Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Notebook,15.6,Intel Core i7 7500U 2.7GHz,12GB,Intel HD Graphics 620,Windows 10,2.15,659.0,Intel,1024,HDD,0
291,Lenovo,Thinkpad T570,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 630,Windows 10,1.95,1097.0,Intel,256,SSD,1
292,Asus,VivoBook S15,Ultrabook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Nvidia GeForce 940MX,Windows 10,1.7,977.0,Intel,256,SSD,1
293,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1179.0,Intel,1280,SSD + HDD,1
294,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,Nvidia GeForce 940MX,No OS,2.2,659.01,Intel,1024,HDD,0
295,Acer,Chromebook C910-C2ST,Notebook,15.6,Intel Celeron Dual Core 3205U 1.5GHz,2GB,Intel HD Graphics,Chrome OS,2.19,199.0,Intel,16,SSD,1
296,Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050,Windows 10,3.0,1187.0,Intel,1024,HDD,0
297,HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,17.3,Intel Core i3 6006U 2GHz,8GB,Intel HD Graphics 520,Windows 10,2.54,489.0,Intel,1024,HDD,0
298,Dell,XPS 15,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050,Windows 10,2.0,1829.0,Intel,256,SSD,1
299,Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,15.6,Intel Core i5 8250U 1.6GHz,8GB,Intel UHD Graphics 620,Windows 10,2.05,739.0,Intel,256,SSD,1
300,Lenovo,Legion Y720-15IKB,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1060,Windows 10,3.2,1299.0,Intel,1024,HDD,0
301,Acer,Aspire A715-71G,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050 Ti,Linux,2.5,979.0,Intel,256,SSD,1
302,Dell,Precision 7720,Workstation,17.3,Intel Core i7 7820HQ 2.9GHz,16GB,Nvidia Quadro M1200,Windows 10,3.42,2884.86,Intel,256,SSD,1
303,Lenovo,IdeaPad 310-15ABR,Notebook,15.6,AMD A10-Series 9600P 2.4GHz,6GB,AMD Radeon R5 430,Windows 10,2.4,499.0,AMD,1024,HDD,0
304,Asus,ZenBook UX530UQ-PRO,Ultrabook,15.6,Intel Core i7 7500U 2.7GHz,16GB,Nvidia GeForce 940MX,Windows 10,1.63,1468.0,Intel,512,SSD,1
305,Asus,VivoBook S14,Notebook,14.0,Intel Core i3 7100U 2.4GHz,4GB,Intel HD Graphics 620,Windows 10,1.3,509.0,Intel,128,SSD,1
306,Asus,Rog GL702VS-GC095T,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1070,Windows 10,2.9,2122.0,Intel,1280,SSD + HDD,1
307,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i5 7200U 2.5GHz,6GB,Nvidia GeForce GTX 940M,Windows 10,2.8,649.0,Intel,1024,HDD,0
